pid,s1_dwgt,s1_best_age_yrs,s1_age_intervals,s1_best_dob_m,s1_best_dob_y,s1_best_race,s1_best_gen,s1_empl,s1_locklevnat,s1_geo2011,s1_dc2011,s1_mdbdc2011,s1_prov2011,s1_intrv_c,s1_intrv_gen,s1_intrv_race,s1_intrv_dob_y,s1_intrv_lng1,s1_intrv_lng2,s1_intrv_lng3,s1_intrv_lng4,s1_intrv_lng5,s1_intrv_edu,s1_intrv_position,s1_intrv_years_exp_oth
"115953,3690.229414610984,53,3,11,1968,1,2,1,1,2,936,""DC36"",9,850,2,1,1990,4,11,6,10,,27,2,1"
"116007,549.368241130382,33,1,4,1988,2,1,1,1,2,499,""MAN"",4,857,2,1,1987,2,5,11,,,29,2,5"
"116012,5497.819812055566,28,1,9,1993,1,1,0,1,1,933,""DC33"",9,853,2,1,1999,6,4,11,,,27,2,0"
"116051,3333.095655785117,31,1,1,1990,2,1,1,1,2,199,""CPT"",1,878,2,4,1970,11,10,,,,26,2,0"
"116082,6537.069391555775,30,1,7,1991,1,1,0,1,-9,-9,""-9"",2,826,2,1,1993,4,11,3,5,6,27,2,1"
"116096,670.804554183062,42,2,-8,1979,1,1,1,1,2,199,""CPT"",1,884,1,1,1986,2,3,11,,,12,2,14"
"116148,1084.328414675459,33,1,5,1988,1,2,0,1,2,798,""JHB"",7,892,2,1,1999,9,11,3,7,8,26,2,0"
"116243,11875.19454537025,59,3,1,1962,1,1,0,1,2,742,""DC42"",7,862,2,1,1995,4,11,,,,11,2,0"
"116248,2276.424467726778,51,3,10,1970,1,1,1,1,2,797,""EKU"",7,815,2,1,1984,3,11,6,,,12,2,0"
"116275,12205.53571586513,-8,-8,-8,-8,1,2,0,1,2,799,""TSH"",7,880,1,1,1994,3,11,9,7,10,33,2,0"
"116289,125.3395114596969,55,3,10,1966,1,2,0,1,1,419,""DC19"",4,817,2,1,1984,4,11,,,,11,2,0"
"116307,1892.235639388819,51,3,3,1970,1,2,0,1,-9,-9,""-9"",8,842,2,1,1999,4,8,11,3,,12,2,0"
"116317,20880.35497763434,27,1,-8,1994,1,2,0,1,3,798,""JHB"",7,887,1,1,1986,2,3,11,,,26,2,1"
"116326,1779.09476970666,41,2,8,1980,4,2,1,1,2,299,""NMA"",2,867,2,1,1997,4,6,11,1,3,32,2,0"
"116338,72.01563359738222,32,1,11,1989,1,1,1,1,1,639,""DC39"",6,852,2,1,1996,8,11,,,,18,2,0"
"116363,11147.64027906139,29,1,8,1992,1,2,1,1,2,798,""JHB"",7,821,2,1,1997,11,5,4,6,,12,2,1"
"116365,6631.618338615552,27,1,6,1994,1,1,1,1,2,830,""DC30"",8,815,2,1,1984,3,11,6,,,12,2,0"
"116367,4785.27551274488,23,1,6,1998,1,2,1,1,2,936,""DC36"",9,855,2,1,1987,6,4,11,,,12,2,5"
"116378,5848.536135461732,31,1,11,1990,1,2,1,1,2,799,""TSH"",7,873,1,1,1997,1,11,3,,,12,2,0"
"116410,7524.928799727811,28,1,8,1993,1,2,1,1,2,797,""EKU"",7,831,1,1,1993,4,11,,,,12,2,2"
"116419,7229.761620096211,32,1,-8,1989,1,1,-8,1,-9,-9,""-9"",8,873,1,1,1997,1,11,3,,,12,2,0"
"116453,251.2809110788908,30,1,9,1991,4,1,1,1,-9,-9,""-9"",2,886,1,1,1997,4,11,3,,,12,2,0"
"116509,2184.392320254188,29,1,4,1992,1,1,1,1,1,527,""DC27"",5,877,1,1,1987,3,11,4,,,12,2,5"
"116664,11713.20574266651,20,1,6,2001,1,2,0,1,1,215,""DC15"",2,810,2,1,1993,6,4,5,11,,27,2,3"
"116678,4021.989485959551,47,2,1,1974,1,1,1,1,-9,-9,""-9"",7,842,2,1,1999,4,8,11,3,,12,2,0"
"116685,4866.1260541256,38,2,3,1983,1,2,1,1,2,830,""DC30"",8,856,2,1,1986,3,11,5,9,,12,2,0"
"116782,12219.73367048528,-8,-8,-8,-8,1,1,1,1,2,936,""DC36"",9,852,2,1,1996,8,11,,,,18,2,0"
"116809,109.9817358799991,53,3,7,1968,1,2,1,1,2,832,""DC32"",8,877,1,1,1987,3,11,4,,,12,2,5"
"116819,2660.117456831792,32,1,1,1989,1,2,0,1,2,260,""BUF"",2,856,2,1,1986,3,11,5,9,,12,2,0"
"116845,11618.77339152005,-8,-8,-8,-8,1,2,0,1,-9,-9,""-9"",5,842,2,1,1999,4,8,11,3,,12,2,0"
"116910,1039.333659673833,25,1,12,1996,1,1,1,1,2,559,""DC29"",5,831,1,1,1993,4,11,,,,12,2,2"
"116916,16110.94029587878,46,2,3,1975,1,1,0,1,2,556,""DC26"",5,811,1,1,2001,9,3,11,,,12,2,0"
"116934,6000.081284844213,22,1,-9,2002,1,1,0,1,2,797,""EKU"",7,875,1,1,1997,4,11,6,3,,12,2,0"
"116946,1465.305399060988,32,1,5,1989,1,2,1,1,-9,-9,""-9"",1,844,2,1,1999,3,4,11,,,12,2,0"
"117019,11147.64027906139,-9,-9,-9,-9,1,2,1,1,2,742,""DC42"",7,883,1,1,1986,3,11,,,,25,2,4"
"117096,1216.532187688994,60,4,11,1961,2,1,1,1,2,199,""CPT"",1,884,1,1,1986,2,3,11,,,12,2,14"
"117155,2509.362637785992,54,3,-9,1964,4,1,1,1,2,260,""BUF"",2,855,2,1,1987,6,4,11,,,12,2,5"
"117192,5577.523170273019,26,1,2,1995,1,1,1,1,-9,-9,""-9"",2,850,2,1,1990,4,11,6,10,,27,2,1"
"117211,195.7760185551643,29,1,1,1992,1,1,1,1,1,936,""DC36"",9,857,2,1,1987,2,5,11,,,29,2,5"
"117277,33572.25837296388,23,1,5,1998,1,1,-8,1,1,527,""DC27"",5,821,2,1,1997,11,5,4,6,,12,2,1"
"117300,318.5509894702754,42,2,-9,1979,1,1,1,1,2,499,""MAN"",4,855,2,1,1987,6,4,11,,,12,2,5"
"117335,84.36808775709825,34,1,-8,1986,2,2,0,1,-9,-9,""-9"",1,810,2,1,1993,6,4,5,11,,27,2,3"
"117341,1465.305399060988,60,4,7,1961,1,1,0,1,2,799,""TSH"",7,875,1,1,1997,4,11,6,3,,12,2,0"
"117362,11147.64027906139,19,1,4,2002,1,2,1,1,2,799,""TSH"",7,805,2,1,1991,6,4,11,,,25,2,5"
"117421,7848.548048901343,33,1,11,1988,1,2,1,1,1,637,""DC37"",6,846,2,1,1996,8,11,,,,25,-3,0"
"117502,11147.64027906139,31,1,10,1990,1,1,1,1,2,797,""EKU"",7,861,2,1,1981,4,11,3,2,6,26,2,0"
"117504,125.3395114596969,54,3,10,1967,1,2,0,1,-9,-9,""-9"",4,800,2,1,1980,2,11,3,6,1,12,2,0"
"117535,1050.762950357963,61,4,3,1960,2,1,0,1,2,101,""DC1"",1,883,1,1,1986,3,11,,,,25,2,4"
"117565,13987.81540528042,31,1,-8,1990,1,2,1,1,2,797,""EKU"",7,878,2,4,1970,11,10,,,,26,2,0"
"117615,6000.081284844213,32,1,10,1989,4,1,1,1,2,199,""CPT"",1,808,2,1,1995,4,6,11,3,,12,2,4"
"117659,8054.012100068915,49,2,10,1972,1,1,1,1,1,638,""DC38"",6,825,2,1,1988,4,11,,,,27,2,1"
"117662,6275.237387500658,23,1,8,1998,1,1,1,1,-9,-9,""-9"",3,802,2,1,2001,6,4,11,,,12,2,0"
"117681,2727.217210128245,73,4,5,1948,1,1,1,1,1,214,""DC14"",2,841,2,1,1991,6,11,1,3,,33,2,0"
"117688,7417.698053956648,36,2,-8,1985,1,1,1,1,-9,-9,""-9"",4,830,2,1,1995,3,6,11,,,6,2,0"
"117757,6275.237387500658,40,2,9,1981,1,1,1,1,2,798,""JHB"",7,811,1,1,2001,9,3,11,,,12,2,0"
"117776,1159.68011067429,20,1,9,2001,1,2,0,1,2,638,""DC38"",6,861,2,1,1981,4,11,3,2,6,26,2,0"
"117799,2242.246030053604,62,4,-8,1959,2,1,0,1,2,308,""DC8"",3,851,2,1,1987,6,11,,,,12,2,4"
"117873,6537.069391555775,34,1,4,1987,1,1,0,1,-9,-9,""-9"",2,854,2,1,1991,4,11,6,3,,26,2,0"
"117899,1332.765964956877,38,2,9,1983,1,1,1,1,2,199,""CPT"",1,832,1,1,1982,11,6,,,,25,2,6"
"117913,7524.928799727811,25,1,5,1996,1,2,0,1,-9,-9,""-9"",9,873,1,1,1997,1,11,3,,,12,2,0"
"117943,478.6597660062812,23,1,1,1998,1,2,0,1,2,599,""ETH"",5,875,1,1,1997,4,11,6,3,,12,2,0"
"117953,6275.237387500658,36,2,-8,1985,1,2,0,1,-8,-8,""-8"",-8,810,2,1,1993,6,4,5,11,,27,2,3"
"117959,3623.621107299649,25,1,-8,1997,1,2,0,1,-9,-9,""-9"",9,880,1,1,1994,3,11,9,7,10,33,2,0"
"117965,131.666598331562,20,1,8,2001,1,1,1,1,1,637,""DC37"",6,850,2,1,1990,4,11,6,10,,27,2,1"
"118085,11147.64027906139,31,1,5,1990,1,2,1,1,2,798,""JHB"",7,889,2,1,1991,6,11,5,3,,12,2,8"
"118101,6275.237387500658,30,1,8,1991,1,2,1,1,-9,-9,""-9"",8,801,2,1,1988,2,3,11,,,11,2,1"
"118171,179.8960661850438,23,1,-8,1998,1,1,1,1,-9,-9,""-9"",9,809,1,2,1983,10,11,,,,12,2,2"
"118183,3596.670572273647,24,1,11,1997,1,1,0,1,2,215,""DC15"",2,887,1,1,1986,2,3,11,,,26,2,1"
"118189,957.2613307384732,66,4,10,1955,4,1,1,1,2,797,""EKU"",7,881,1,1,1987,2,11,3,,,26,2,0"
"118214,2811.266961823875,77,4,7,1944,1,2,0,1,2,947,""DC47"",9,848,2,1,1995,4,11,,,,12,2,0"
"118226,120.480739160781,38,2,3,1983,1,2,1,1,2,798,""JHB"",7,889,2,1,1991,6,11,5,3,,12,2,8"
"118235,953.016958042096,55,3,6,1966,1,2,0,1,2,830,""DC30"",8,850,2,1,1990,4,11,6,10,,27,2,1"
"118239,9115.676796236115,37,2,8,1984,1,2,1,1,2,599,""ETH"",5,839,2,1,1979,6,11,,,,12,2,0"
"118253,13987.81540528042,35,2,-9,1998,1,2,1,1,-9,-9,""-9"",7,829,1,1,1998,6,11,,,,12,2,0"
"118264,6520.684958069316,38,2,6,1983,1,1,1,1,2,742,""DC42"",7,846,2,1,1996,8,11,,,,25,-3,0"
"118274,4866.1260541256,43,2,-8,1978,1,1,1,1,2,832,""DC32"",8,882,1,1,1994,11,6,,,,12,2,2"
"118287,6275.237387500658,48,2,-8,1973,1,1,0,1,2,798,""JHB"",7,882,1,1,1994,11,6,,,,12,2,2"
"118315,11147.64027906139,41,2,8,1980,1,2,0,1,2,797,""EKU"",7,871,1,1,1994,2,3,11,6,,26,2,2"
"118317,7524.928799727811,34,1,7,1987,1,2,0,1,-9,-9,""-9"",9,867,2,1,1997,4,6,11,1,3,32,2,0"
"118330,2811.266961823875,65,4,12,1956,1,2,0,1,1,935,""DC35"",9,804,1,1,1996,6,4,3,11,,12,2,2"
"118335,11147.64027906139,40,2,-8,1981,1,1,0,1,3,798,""JHB"",7,829,1,1,1998,6,11,,,,12,2,0"
"118352,607.321518894459,71,4,1,1950,2,2,0,1,2,599,""ETH"",5,800,2,1,1980,2,11,3,6,1,12,2,0"
"118386,2050.274482975205,62,4,8,1959,1,2,0,1,2,309,""DC9"",3,888,1,1,1993,6,11,3,5,,12,2,0"
"118441,7524.928799727811,33,1,8,1988,1,1,0,1,-9,-9,""-9"",8,853,2,1,1999,6,4,11,,,27,2,0"
"118453,20880.35497763434,28,1,9,1993,1,1,1,1,2,799,""TSH"",7,851,2,1,1987,6,11,,,,12,2,4"
"118456,227.0980433334211,35,2,10,1986,1,2,0,1,2,798,""JHB"",7,805,2,1,1991,6,4,11,,,25,2,5"
"118471,12205.53571586513,28,1,3,1993,1,1,0,1,-9,-9,""-9"",2,802,2,1,2001,6,4,11,,,12,2,0"
"118489,6275.237387500658,38,2,3,1983,1,1,1,1,2,798,""JHB"",7,827,2,2,1999,10,11,,,,12,2,1"
"118510,3690.229414610984,56,3,4,1965,1,2,1,1,1,934,""DC34"",9,846,2,1,1996,8,11,,,,25,-3,0"
"118515,14592.93160088618,34,1,-8,1985,1,1,0,1,1,637,""DC37"",6,880,1,1,1994,3,11,9,7,10,33,2,0"
"118524,11713.20574266651,32,1,1,1989,1,1,1,1,2,947,""DC47"",9,873,1,1,1997,1,11,3,,,12,2,0"
"118534,20880.35497763434,34,1,8,1987,1,1,1,1,2,798,""JHB"",7,879,2,1,1990,4,11,3,6,,12,2,3"
"118614,2276.424467726778,57,3,11,1964,1,1,1,1,2,934,""DC34"",9,808,2,1,1995,4,6,11,3,,12,2,4"
"118621,13027.03033810609,34,1,5,1987,1,1,0,1,-9,-9,""-9"",5,832,1,1,1982,11,6,,,,25,2,6"
"118708,6537.069391555775,30,1,11,1991,1,2,0,1,2,199,""CPT"",1,884,1,1,1986,2,3,11,,,12,2,14"
"118711,142.9601310414072,49,2,5,1972,1,2,0,1,2,798,""JHB"",7,873,1,1,1997,1,11,3,,,12,2,0"
"118719,528.8745634459545,56,3,4,1965,1,2,0,1,2,936,""DC36"",9,857,2,1,1987,2,5,11,,,29,2,5"
"118767,4719.839530539262,38,2,1,1983,1,2,1,1,2,639,""DC39"",6,887,1,1,1986,2,3,11,,,26,2,1"
"118770,33572.25837296388,25,1,6,1996,1,1,0,1,1,527,""DC27"",5,829,1,1,1998,6,11,,,,12,2,0"
"118792,6094.608415897959,44,2,9,1977,4,1,1,1,2,199,""CPT"",1,846,2,1,1996,8,11,,,,25,-3,0"
"118799,3596.670572273647,46,2,2,1975,1,2,0,1,2,199,""CPT"",1,850,2,1,1990,4,11,6,10,,27,2,1"
"118803,136.1270638253789,25,1,2,1996,1,2,0,1,1,935,""DC35"",9,848,2,1,1995,4,11,,,,12,2,0"
"118822,7524.928799727811,46,2,4,1975,1,1,1,1,2,831,""DC31"",8,877,1,1,1987,3,11,4,,,12,2,5"
"118827,6275.237387500658,49,2,6,1972,1,2,1,1,2,799,""TSH"",7,857,2,1,1987,2,5,11,,,29,2,5"
"118841,2682.034902646084,64,4,-9,1967,1,2,1,1,2,419,""DC19"",4,847,2,1,1987,11,6,3,,,26,2,0"
"118877,6583.585280169884,34,1,7,1987,1,2,1,1,1,309,""DC9"",3,879,2,1,1990,4,11,3,6,,12,2,3"
"118900,1465.305399060988,66,4,9,1955,1,1,0,1,2,799,""TSH"",7,878,2,4,1970,11,10,,,,26,2,0"
"118904,1084.328414675459,35,2,-8,1986,1,1,1,1,2,599,""ETH"",5,873,1,1,1997,1,11,3,,,12,2,0"
"118920,3390.586508035746,75,4,9,1946,4,2,0,1,2,104,""DC4"",1,827,2,2,1999,10,11,,,,12,2,1"
"118924,131.666598331562,29,1,4,1992,1,1,0,1,2,799,""TSH"",7,892,2,1,1999,9,11,3,7,8,26,2,0"
"118937,706.8140140013271,63,4,-9,1959,1,2,0,1,-9,-9,""-9"",9,871,1,1,1994,2,3,11,6,,26,2,2"
"118955,14935.18320889659,31,1,2,1990,2,2,1,1,2,299,""NMA"",2,824,2,2,1973,10,11,,,,12,2,10"
"118969,26191.86540809616,37,2,6,1984,1,1,0,1,1,528,""DC28"",5,862,2,1,1995,4,11,,,,11,2,0"
"119029,11713.20574266651,36,2,7,1985,1,1,1,1,-9,-9,""-9"",7,861,2,1,1981,4,11,3,2,6,26,2,0"
"119049,4280.492586792947,34,1,-9,1987,1,1,1,1,2,299,""NMA"",2,873,1,1,1997,1,11,3,,,12,2,0"
"119080,33572.25837296388,29,1,5,1992,1,2,1,1,2,559,""DC29"",5,882,1,1,1994,11,6,,,,12,2,2"
"119123,21637.50528287468,30,1,1,1991,2,2,0,1,-9,-9,""-9"",2,855,2,1,1987,6,4,11,,,12,2,5"
"119147,164.9738222346797,57,3,8,1964,1,2,0,1,2,299,""NMA"",2,884,1,1,1986,2,3,11,,,12,2,14"
"119188,5860.406664168729,33,1,11,1988,1,2,1,1,2,599,""ETH"",5,807,1,1,1986,1,3,2,4,6,25,2,0"
"119244,227.0980433334211,49,2,7,1972,4,2,1,1,2,299,""NMA"",2,801,2,1,1988,2,3,11,,,11,2,1"
"119263,2874.967048484701,29,1,7,1992,2,2,1,1,2,199,""CPT"",1,830,2,1,1995,3,6,11,,,6,2,0"
"119321,11713.20574266651,49,2,6,1972,1,2,0,1,2,798,""JHB"",7,832,1,1,1982,11,6,,,,25,2,6"
"119351,144.5351416457019,63,4,4,1958,2,1,-8,1,1,213,""DC13"",2,885,1,1,1995,4,9,6,11,,26,2,3"
"119368,7666.133932950889,22,1,5,1999,1,1,1,1,1,419,""DC19"",4,857,2,1,1987,2,5,11,,,29,2,5"
"119401,847.2010979006103,41,2,1,1980,1,1,0,1,2,799,""TSH"",7,846,2,1,1996,8,11,,,,25,-3,0"
"119496,18003.59419209542,48,2,6,1973,4,1,1,1,2,102,""DC2"",1,805,2,1,1991,6,4,11,,,25,2,5"
"119537,1465.305399060988,73,4,8,1948,1,1,0,1,2,748,""DC48"",7,805,2,1,1991,6,4,11,,,25,2,5"
"119562,5746.152248238099,52,3,8,1969,1,1,0,1,2,830,""DC30"",8,801,2,1,1988,2,3,11,,,11,2,1"
"119598,124.486997426649,44,2,5,1977,1,2,0,1,-9,-9,""-9"",9,880,1,1,1994,3,11,9,7,10,33,2,0"
"119613,1353.03246479486,50,3,3,1971,1,1,1,1,2,199,""CPT"",1,887,1,1,1986,2,3,11,,,26,2,1"
"119628,6275.237387500658,39,2,-9,1982,1,1,0,1,-9,-9,""-9"",7,854,2,1,1991,4,11,6,3,,26,2,0"
"119665,7073.243847584515,39,2,9,1982,1,2,1,1,1,933,""DC33"",9,850,2,1,1990,4,11,6,10,,27,2,1"
"119676,6703.789063327061,43,2,11,1978,1,2,0,1,2,947,""DC47"",9,808,2,1,1995,4,6,11,3,,12,2,4"
"119684,759.2236581568711,30,1,7,1991,2,2,1,1,2,309,""DC9"",3,879,2,1,1990,4,11,3,6,,12,2,3"
"119707,4265.431045692947,35,2,-8,1986,3,1,1,1,2,528,""DC28"",5,803,2,1,1983,2,3,5,11,,31,2,8"
"119756,9541.994460608874,31,1,2,1990,1,2,1,1,2,797,""EKU"",7,861,2,1,1981,4,11,3,2,6,26,2,0"
"119807,712.4339523543485,34,1,7,1987,1,1,0,1,1,637,""DC37"",6,852,2,1,1996,8,11,,,,18,2,0"
"119906,86.18831683579835,76,4,7,1945,4,1,0,1,2,798,""JHB"",7,872,1,1,1972,5,6,11,3,,25,2,0"
"119964,5860.406664168729,40,2,-8,1979,2,1,0,1,2,308,""DC8"",3,887,1,1,1986,2,3,11,,,26,2,1"
"119975,3389.117620269317,45,2,5,1976,4,1,1,1,2,799,""TSH"",7,849,1,1,1998,8,11,,,,12,2,0"
"119982,4201.996475427875,72,4,5,1949,1,2,0,1,2,599,""ETH"",5,815,2,1,1984,3,11,6,,,12,2,0"
"119997,1065.133334790211,38,2,2,1983,2,2,1,1,2,299,""NMA"",2,827,2,2,1999,10,11,,,,12,2,1"
"120001,7229.761620096211,30,1,11,1991,1,2,0,1,2,742,""DC42"",7,802,2,1,2001,6,4,11,,,12,2,0"
"120013,3244.579162053275,24,1,10,1997,2,2,1,1,2,798,""JHB"",7,815,2,1,1984,3,11,6,,,12,2,0"
"120021,12205.53571586513,43,2,1,1978,1,1,0,1,2,798,""JHB"",7,830,2,1,1995,3,6,11,,,6,2,0"
"120066,7623.847477457934,35,2,-9,1986,1,2,1,1,2,199,""CPT"",1,829,1,1,1998,6,11,,,,12,2,0"
"120074,6870.409273744583,51,3,8,1970,4,2,0,1,2,799,""TSH"",7,850,2,1,1990,4,11,6,10,,27,2,1"
"120212,10083.47340240762,23,1,6,1998,1,2,0,1,2,637,""DC37"",6,884,1,1,1986,2,3,11,,,12,2,14"
"120254,6870.409273744583,65,4,11,1956,4,2,1,1,2,797,""EKU"",7,808,2,1,1995,4,6,11,3,,12,2,4"
"120255,9058.508467001671,50,3,2,1971,3,2,1,1,-9,-9,""-9"",7,878,2,4,1970,11,10,,,,26,2,0"
"120322,4695.78012605152,47,2,8,1974,4,2,0,1,2,797,""EKU"",7,817,2,1,1984,4,11,,,,11,2,0"
"120337,230.1439621747872,35,2,-8,1986,1,1,0,1,2,742,""DC42"",7,810,2,1,1993,6,4,5,11,,27,2,3"
"120362,975.7490648737364,32,1,4,1989,1,2,1,1,2,799,""TSH"",7,873,1,1,1997,1,11,3,,,12,2,0"
"120408,3623.621107299649,33,1,-8,1988,1,1,1,1,2,499,""MAN"",4,810,2,1,1993,6,4,5,11,,27,2,3"
"120431,6275.237387500658,37,2,9,1984,1,1,0,1,1,947,""DC47"",9,826,2,1,1993,4,11,3,5,6,27,2,1"
"120467,179.8960661850438,30,1,12,1991,1,1,1,1,-9,-9,""-9"",7,849,1,1,1998,8,11,,,,12,2,0"
"120537,5182.699831094636,50,3,6,1971,1,1,0,1,1,528,""DC28"",5,856,2,1,1986,3,11,5,9,,12,2,0"
"120547,4265.431045692947,38,2,6,1983,5,2,1,1,-9,-9,""-9"",5,878,2,4,1970,11,10,,,,26,2,0"
"120554,5848.536135461732,32,1,4,1989,1,1,1,1,2,798,""JHB"",7,861,2,1,1981,4,11,3,2,6,26,2,0"
"120571,157.2744565304275,29,1,7,1992,1,2,1,1,2,419,""DC19"",4,831,1,1,1993,4,11,,,,12,2,2"
"120593,5860.406664168729,31,1,4,1990,1,2,0,1,2,523,""DC23"",5,873,1,1,1997,1,11,3,,,12,2,0"
"120597,473.9341997518696,29,1,12,1992,4,1,1,1,2,522,""DC22"",5,867,2,1,1997,4,6,11,1,3,32,2,0"
"120655,661.8069037821801,41,2,-8,1980,1,1,1,1,1,528,""DC28"",5,810,2,1,1993,6,4,5,11,,27,2,3"
"120671,6112.159146691236,36,2,7,1985,1,2,1,1,2,799,""TSH"",7,831,1,1,1993,4,11,,,,12,2,2"
"120720,803.7147800221765,47,2,7,1974,2,1,1,1,2,199,""CPT"",1,821,2,1,1997,11,5,4,6,,12,2,1"
"120741,4201.996475427875,40,2,3,1981,1,1,1,1,2,599,""ETH"",5,867,2,1,1997,4,6,11,1,3,32,2,0"
"120749,3225.780402948476,40,2,9,1981,1,2,0,1,1,947,""DC47"",9,867,2,1,1997,4,6,11,1,3,32,2,0"
"120760,1892.235639388819,36,2,7,1985,1,1,0,1,1,832,""DC32"",8,888,1,1,1993,6,11,3,5,,12,2,0"
"120762,1081.837776366494,39,2,12,1981,4,1,1,1,2,748,""DC48"",7,846,2,1,1996,8,11,,,,25,-3,0"
"120764,4695.78012605152,36,2,6,1985,1,1,1,1,-9,-9,""-9"",8,862,2,1,1995,4,11,,,,11,2,0"
"120802,179.8960661850438,28,1,6,1993,1,1,0,1,1,934,""DC34"",9,860,1,1,1995,6,11,,,,12,2,0"
"120820,1542.905298185388,61,4,5,1960,1,1,1,1,2,199,""CPT"",1,879,2,1,1990,4,11,3,6,,12,2,3"
"120825,131.666598331562,37,2,12,1984,1,1,1,1,-9,-9,""-9"",7,809,1,2,1983,10,11,,,,12,2,2"
"120828,138.045284196171,29,1,6,1992,2,2,1,1,2,798,""JHB"",7,815,2,1,1984,3,11,6,,,12,2,0"
"120835,5216.558201114694,53,3,3,1968,1,2,1,1,2,797,""EKU"",7,812,2,1,1999,6,11,,,,12,2,0"
"120864,795.2501455856169,28,1,9,1993,2,2,1,1,2,416,""DC16"",4,817,2,1,1984,4,11,,,,11,2,0"
"120877,3321.356275269359,59,3,8,1962,4,2,0,1,2,640,""DC40"",6,829,1,1,1998,6,11,,,,12,2,0"
"120939,1658.866580442854,69,4,10,1952,1,1,0,1,2,309,""DC9"",3,815,2,1,1984,3,11,6,,,12,2,0"
"121040,847.2010979006103,44,2,-8,1977,1,1,1,1,2,798,""JHB"",7,810,2,1,1993,6,4,5,11,,27,2,3"
"121075,1332.765964956877,21,1,5,2000,1,2,0,1,2,831,""DC31"",8,856,2,1,1986,3,11,5,9,,12,2,0"
"121087,11713.20574266651,37,2,11,1984,1,1,1,1,2,798,""JHB"",7,851,2,1,1987,6,11,,,,12,2,4"
"121110,6520.684958069316,45,2,6,1976,1,1,1,1,2,742,""DC42"",7,821,2,1,1997,11,5,4,6,,12,2,1"
"121119,670.804554183062,65,4,3,1956,1,2,1,1,2,199,""CPT"",1,869,2,1,1995,8,11,4,,,12,2,0"
"121131,7513.711109962177,38,2,12,1983,1,1,1,1,2,638,""DC38"",6,809,1,2,1983,10,11,,,,12,2,2"
"121151,6669.113860647733,22,1,-8,1999,1,1,1,1,2,832,""DC32"",8,887,1,1,1986,2,3,11,,,26,2,1"
"121212,195.7760185551643,52,3,5,1969,3,1,0,1,2,599,""ETH"",5,809,1,2,1983,10,11,,,,12,2,2"
"121258,1349.937977474141,46,2,8,1975,4,2,1,1,2,199,""CPT"",1,855,2,1,1987,6,4,11,,,12,2,5"
"121281,120.480739160781,38,2,1,1983,2,2,1,1,2,798,""JHB"",7,823,1,1,1995,6,11,1,3,,32,2,4"
"121352,3444.196786676758,37,2,7,1984,2,1,1,1,3,799,""TSH"",7,823,1,1,1995,6,11,1,3,,32,2,4"
"121416,5854.495231348619,44,2,-8,1978,1,1,1,1,-9,-9,""-9"",4,844,2,1,1999,3,4,11,,,12,2,0"
"121436,5860.406664168729,26,1,8,1995,1,1,1,1,2,599,""ETH"",5,852,2,1,1996,8,11,,,,18,2,0"
"121439,235.0551935695211,61,4,6,1960,2,1,0,1,2,199,""CPT"",1,809,1,2,1983,10,11,,,,12,2,2"
"121442,13987.81540528042,26,1,11,1995,1,1,1,1,2,799,""TSH"",7,846,2,1,1996,8,11,,,,25,-3,0"
"121463,11618.77339152005,36,2,12,1985,3,1,0,1,-9,-9,""-9"",5,850,2,1,1990,4,11,6,10,,27,2,1"
"121471,7229.761620096211,59,3,11,1962,1,2,0,1,2,748,""DC48"",7,802,2,1,2001,6,4,11,,,12,2,0"
"121536,445.7654239410267,63,4,-9,1958,1,2,0,1,2,831,""DC31"",8,847,2,1,1987,11,6,3,,,26,2,0"
"121537,670.804554183062,55,3,-8,1966,1,1,0,1,2,199,""CPT"",1,884,1,1,1986,2,3,11,,,12,2,14"
"121555,670.804554183062,26,1,11,1995,1,1,0,1,2,244,""DC44"",2,892,2,1,1999,9,11,3,7,8,26,2,0"
"121564,2780.57835944569,31,1,6,1990,-8,1,1,1,-9,-9,""-9"",6,878,2,4,1970,11,10,,,,26,2,0"
"121578,18046.93479749002,32,1,9,1989,1,2,0,1,-9,-9,""-9"",9,854,2,1,1991,4,11,6,3,,26,2,0"
"121642,3029.956369110987,46,2,12,1975,4,2,0,1,-9,-9,""-9"",1,884,1,1,1986,2,3,11,,,12,2,14"
"121651,254.1915807742996,25,1,7,1996,1,2,0,1,2,499,""MAN"",4,879,2,1,1990,4,11,3,6,,12,2,3"
"121753,254.1915807742996,50,3,3,1971,1,2,1,1,2,499,""MAN"",4,828,2,1,-3,11,,,,,12,2,1"
"121791,136.1270638253789,54,3,3,1967,1,1,1,1,2,420,""DC20"",4,815,2,1,1984,3,11,6,,,12,2,0"
"121815,7623.847477457934,24,1,2,1997,1,2,0,1,2,799,""TSH"",7,832,1,1,1982,11,6,,,,25,2,6"
"121890,2276.424467726778,34,1,9,1987,1,1,1,1,2,831,""DC31"",8,882,1,1,1994,11,6,,,,12,2,2"
"121899,7524.928799727811,33,1,11,1988,1,1,1,1,3,832,""DC32"",8,847,2,1,1987,11,6,3,,,26,2,0"
"121913,3231.146792339563,34,1,1,1987,1,2,1,1,2,637,""DC37"",6,832,1,1,1982,11,6,,,,25,2,6"
"121928,595.2375658047623,32,1,4,1989,1,1,1,1,2,830,""DC30"",8,855,2,1,1987,6,4,11,,,12,2,5"
