pid,s1_dwgt,s1_best_age_yrs,s1_age_intervals,s1_best_dob_m,s1_best_dob_y,s1_best_race,s1_best_gen,s1_empl,s1_locklevnat,s1_geo2011,s1_dc2011,s1_mdbdc2011,s1_prov2011,s1_intrv_c,s1_intrv_gen,s1_intrv_race,s1_intrv_dob_y,s1_intrv_lng1,s1_intrv_lng2,s1_intrv_lng3,s1_intrv_lng4,s1_intrv_lng5,s1_intrv_edu,s1_intrv_position,s1_intrv_years_exp_oth
"149232,7229.761620096211,29,1,2,1992,4,1,1,1,2,420,""DC20"",4,803,2,1,1983,2,3,5,11,,31,2,8"
"149251,31986.27182155869,38,2,7,1983,1,1,1,1,2,418,""DC18"",4,853,2,1,1999,6,4,11,,,27,2,0"
"149257,3335.940375888845,29,1,-8,1992,1,2,1,1,2,831,""DC31"",8,846,2,1,1996,8,11,,,,25,-3,0"
"149286,2562.026983053965,52,3,12,1968,1,2,0,1,2,418,""DC18"",4,823,1,1,1995,6,11,1,3,,32,2,4"
"149348,1658.866580442854,59,3,1,1962,1,2,0,1,2,309,""DC9"",3,818,2,1,1986,5,4,11,,,12,2,2"
"149354,4695.78012605152,35,2,5,1986,1,2,1,1,2,797,""EKU"",7,848,2,1,1995,4,11,,,,12,2,0"
"149360,1084.328414675459,80,4,6,1941,1,1,0,1,2,599,""ETH"",5,836,2,1,1974,11,3,2,5,,26,2,0"
"149409,5326.530266939564,36,2,10,1985,1,2,0,1,2,199,""CPT"",1,887,1,1,1986,2,3,11,,,26,2,1"
"149463,1465.305399060988,60,4,7,1961,1,2,0,1,2,798,""JHB"",7,841,2,1,1991,6,11,1,3,,33,2,0"
"149506,1951.774621137085,67,4,4,1954,1,2,0,1,1,637,""DC37"",6,882,1,1,1994,11,6,,,,12,2,2"
"149508,9115.676796236115,35,2,11,1986,1,1,1,1,3,528,""DC28"",5,857,2,1,1987,2,5,11,,,29,2,5"
"149527,12219.73367048528,24,1,9,1997,1,2,0,1,1,935,""DC35"",9,867,2,1,1997,4,6,11,1,3,32,2,0"
"149568,13027.03033810609,31,1,4,1990,1,2,1,1,2,831,""DC31"",8,873,1,1,1997,1,11,3,,,12,2,0"
"149588,131.666598331562,31,1,12,1989,1,2,1,1,2,554,""DC24"",5,877,1,1,1987,3,11,4,,,12,2,5"
"149636,11147.64027906139,27,1,6,1994,1,1,1,1,2,798,""JHB"",7,801,2,1,1988,2,3,11,,,11,2,1"
"149649,3333.095655785117,31,1,8,1990,2,1,1,1,2,199,""CPT"",1,821,2,1,1997,11,5,4,6,,12,2,1"
"149654,3356.950729954759,34,1,4,1987,1,2,0,1,1,935,""DC35"",9,850,2,1,1990,4,11,6,10,,27,2,1"
"149712,4695.78012605152,32,1,8,1989,3,2,0,1,2,797,""EKU"",7,857,2,1,1987,2,5,11,,,29,2,5"
"149717,4119.154183113366,64,4,7,1957,1,2,0,1,-9,-9,""-9"",9,854,2,1,1991,4,11,6,3,,26,2,0"
"149728,1332.765964956877,21,1,12,2000,1,2,0,1,2,499,""MAN"",4,821,2,1,1997,11,5,4,6,,12,2,1"
"149795,6275.237387500658,31,1,11,1990,1,1,0,1,2,797,""EKU"",7,836,2,1,1974,11,3,2,5,,26,2,0"
"149829,712.4339523543485,38,2,12,1982,1,1,1,1,-9,-9,""-9"",2,855,2,1,1987,6,4,11,,,12,2,5"
"149838,5326.530266939564,20,1,9,2001,1,2,-8,1,2,199,""CPT"",1,804,1,1,1996,6,4,3,11,,12,2,2"
"149847,318.5509894702754,42,2,2,1979,1,2,0,1,2,499,""MAN"",4,805,2,1,1991,6,4,11,,,25,2,5"
"149854,2276.424467726778,54,3,3,1967,1,2,1,1,2,798,""JHB"",7,853,2,1,1999,6,4,11,,,27,2,0"
"149855,14592.93160088618,32,1,3,1989,1,2,0,1,2,637,""DC37"",6,879,2,1,1990,4,11,3,6,,12,2,3"
"149924,661.8069037821801,33,1,6,1988,1,1,1,1,2,935,""DC35"",9,829,1,1,1998,6,11,,,,12,2,0"
"149927,38.90120287566684,56,3,1,1965,1,2,0,1,2,798,""JHB"",7,871,1,1,1994,2,3,11,6,,26,2,2"
"149940,4201.996475427875,44,2,3,1977,1,2,1,1,-9,-9,""-9"",5,842,2,1,1999,4,8,11,3,,12,2,0"
"149961,11147.64027906139,33,1,6,1988,1,2,1,1,2,797,""EKU"",7,867,2,1,1997,4,6,11,1,3,32,2,0"
"149962,2242.246030053604,62,4,5,1959,4,1,0,1,-9,-9,""-9"",3,832,1,1,1982,11,6,,,,25,2,6"
"149976,6537.069391555775,31,1,-8,1990,1,2,1,1,2,199,""CPT"",1,884,1,1,1986,2,3,11,,,12,2,14"
"149989,6537.069391555775,25,1,9,1996,1,1,1,1,2,199,""CPT"",1,801,2,1,1988,2,3,11,,,11,2,1"
"150066,16110.94029587878,29,1,5,1992,1,2,0,1,-9,-9,""-9"",7,854,2,1,1991,4,11,6,3,,26,2,0"
"150083,11147.64027906139,40,2,3,1981,1,1,0,1,2,798,""JHB"",7,856,2,1,1986,3,11,5,9,,12,2,0"
"150097,462.3311201904434,54,3,-9,1964,1,1,0,1,2,309,""DC9"",3,855,2,1,1987,6,4,11,,,12,2,5"
"150108,11147.64027906139,29,1,8,1992,1,2,1,1,2,799,""TSH"",7,881,1,1,1987,2,11,3,,,26,2,0"
"150111,20880.35497763434,27,1,10,1994,1,2,1,1,2,831,""DC31"",8,818,2,1,1986,5,4,11,,,12,2,2"
"150198,8372.059760866161,44,2,5,1977,1,1,1,1,2,639,""DC39"",6,817,2,1,1984,4,11,,,,11,2,0"
"150237,18824.16774688012,24,1,10,1997,1,1,0,1,2,420,""DC20"",4,846,2,1,1996,8,11,,,,25,-3,0"
"150293,5848.536135461732,30,1,1,1991,1,1,1,1,2,748,""DC48"",7,805,2,1,1991,6,4,11,,,25,2,5"
"150340,33572.25837296388,34,1,9,1987,1,2,0,1,2,830,""DC30"",8,840,2,1,1986,11,3,4,,,12,2,6"
"150435,177.8982567059625,56,3,9,1965,2,2,1,1,-9,-9,""-9"",7,853,2,1,1999,6,4,11,,,27,2,0"
"150445,11147.64027906139,-8,-8,-8,-8,1,1,0,1,-9,-9,""-9"",7,846,2,1,1996,8,11,,,,25,-3,0"
"150452,138.045284196171,31,1,10,1990,2,1,1,1,2,799,""TSH"",7,847,2,1,1987,11,6,3,,,26,2,0"
"150469,6094.608415897959,38,2,2,1983,2,1,0,1,2,199,""CPT"",1,857,2,1,1987,2,5,11,,,29,2,5"
"150481,4965.691039397759,40,2,10,1981,2,1,1,1,-9,-9,""-9"",2,857,2,1,1987,2,5,11,,,29,2,5"
"150508,1084.328414675459,28,1,9,1993,1,1,1,1,2,599,""ETH"",5,856,2,1,1986,3,11,5,9,,12,2,0"
"150520,6275.237387500658,34,1,-8,1987,1,1,-8,1,-9,-9,""-9"",7,867,2,1,1997,4,6,11,1,3,32,2,0"
"150578,131.9410124247313,36,2,1,1985,1,2,1,1,1,934,""DC34"",9,846,2,1,1996,8,11,,,,25,-3,0"
"150614,2361.373982991749,28,1,5,1993,4,1,1,1,2,599,""ETH"",5,842,2,1,1999,4,8,11,3,,12,2,0"
"150626,38.90120287566684,59,3,10,1962,4,1,1,1,2,798,""JHB"",7,805,2,1,1991,6,4,11,,,25,2,5"
"150646,6126.619283871191,70,4,11,1951,2,2,1,1,2,199,""CPT"",1,805,2,1,1991,6,4,11,,,25,2,5"
"150664,32625.15615737765,28,1,6,1993,1,1,1,1,1,947,""DC47"",9,873,1,1,1997,1,11,3,,,12,2,0"
"150686,2811.266961823875,68,4,11,1953,1,2,1,1,2,799,""TSH"",7,880,1,1,1994,3,11,9,7,10,33,2,0"
"150687,3244.579162053275,29,1,11,1992,2,2,0,1,2,798,""JHB"",7,855,2,1,1987,6,4,11,,,12,2,5"
"150705,5326.530266939564,25,1,-8,1996,4,1,1,1,-8,-8,""-8"",-8,821,2,1,1997,11,5,4,6,,12,2,1"
"150784,3103.269998263836,58,3,4,1963,2,1,0,1,2,299,""NMA"",2,850,2,1,1990,4,11,6,10,,27,2,1"
"150804,9542.617473896096,35,2,2,1986,4,2,1,1,2,799,""TSH"",7,874,2,1,1986,2,11,6,,,25,2,0"
"150820,1349.937977474141,28,1,12,1993,1,2,1,1,2,599,""ETH"",5,831,1,1,1993,4,11,,,,12,2,2"
"150846,2289.868036514404,53,3,5,1968,1,2,1,1,2,638,""DC38"",6,867,2,1,1997,4,6,11,1,3,32,2,0"
"150866,11147.64027906139,31,1,12,1990,1,1,0,1,-9,-9,""-9"",7,826,2,1,1993,4,11,3,5,6,27,2,1"
"150874,7056.338446371815,28,1,9,1993,1,1,1,1,2,599,""ETH"",5,862,2,1,1995,4,11,,,,11,2,0"
"150881,7073.243847584515,41,2,11,1980,1,1,1,1,1,934,""DC34"",9,807,1,1,1986,1,3,2,4,6,25,2,0"
"150957,1951.774621137085,61,4,2,1960,1,1,0,1,-9,-9,""-9"",6,842,2,1,1999,4,8,11,3,,12,2,0"
"150963,6275.237387500658,47,2,11,1974,1,2,1,1,2,798,""JHB"",7,808,2,1,1995,4,6,11,3,,12,2,4"
"150965,2727.217210128245,61,4,3,1960,1,2,0,1,2,637,""DC37"",6,839,2,1,1979,6,11,,,,12,2,0"
"150985,5860.406664168729,41,2,5,1980,1,2,-9,1,1,523,""DC23"",5,878,2,4,1970,11,10,,,,26,2,0"
"151021,11147.64027906139,36,2,6,1985,1,1,0,1,2,599,""ETH"",5,880,1,1,1994,3,11,9,7,10,33,2,0"
"151053,14801.78674728395,21,1,12,1999,1,2,0,1,2,543,""DC43"",5,867,2,1,1997,4,6,11,1,3,32,2,0"
"151057,422.7697828289338,57,3,3,1964,4,2,1,1,-9,-9,""-9"",7,829,1,1,1998,6,11,,,,12,2,0"
"151112,12205.53571586513,38,2,5,1983,1,1,1,1,2,799,""TSH"",7,805,2,1,1991,6,4,11,,,25,2,5"
"151120,9115.676796236115,50,3,-8,1971,1,2,1,1,2,599,""ETH"",5,846,2,1,1996,8,11,,,,25,-3,0"
"151123,3667.964450353875,58,3,10,1963,2,1,1,1,2,416,""DC16"",4,867,2,1,1997,4,6,11,1,3,32,2,0"
"151126,7073.243847584515,46,2,7,1975,1,1,0,1,2,935,""DC35"",9,829,1,1,1998,6,11,,,,12,2,0"
"151152,6275.237387500658,39,2,6,1982,1,2,0,1,-9,-9,""-9"",7,875,1,1,1997,4,11,6,3,,12,2,0"
"151153,9667.633698217278,68,4,2,1953,4,2,0,1,2,748,""DC48"",7,889,2,1,1991,6,11,5,3,,12,2,8"
"151205,7524.928799727811,34,1,11,1987,1,1,1,1,2,831,""DC31"",8,823,1,1,1995,6,11,1,3,,32,2,4"
"151246,7524.928799727811,31,1,7,1990,4,2,0,1,2,797,""EKU"",7,875,1,1,1997,4,11,6,3,,12,2,0"
"151284,20880.35497763434,31,1,3,1990,1,1,1,1,2,799,""TSH"",7,850,2,1,1990,4,11,6,10,,27,2,1"
"151315,2158.638915514583,73,4,4,1948,1,1,0,1,2,832,""DC32"",8,857,2,1,1987,2,5,11,,,29,2,5"
"151338,4695.78012605152,35,2,9,1986,1,1,1,1,1,832,""DC32"",8,889,2,1,1991,6,11,5,3,,12,2,8"
"151353,4201.996475427875,-8,-8,-8,-8,1,2,0,1,2,599,""ETH"",5,880,1,1,1994,3,11,9,7,10,33,2,0"
"151383,4021.989485959551,39,2,2,1982,1,1,1,1,-9,-9,""-9"",4,863,2,1,1996,1,11,3,,,12,2,1"
"151416,11147.64027906139,32,1,5,1989,1,1,0,1,2,798,""JHB"",7,846,2,1,1996,8,11,,,,25,-3,0"
"151445,3389.117620269317,38,2,-8,1983,4,1,1,1,-8,-8,""-8"",-8,802,2,1,2001,6,4,11,,,12,2,0"
"151468,1353.03246479486,52,3,6,1969,1,1,1,1,2,199,""CPT"",1,828,2,1,-3,11,,,,,12,2,1"
"151527,6275.237387500658,39,2,10,1982,1,1,1,1,2,798,""JHB"",7,867,2,1,1997,4,6,11,1,3,32,2,0"
"151544,1081.837776366494,40,2,2,1981,1,2,0,1,2,947,""DC47"",9,840,2,1,1986,11,3,4,,,12,2,6"
"151554,5577.523170273019,33,1,11,1988,1,2,1,1,-9,-9,""-9"",2,800,2,1,1980,2,11,3,6,1,12,2,0"
"151592,5984.010356817235,69,4,6,1952,2,2,0,1,2,199,""CPT"",1,878,2,4,1970,11,10,,,,26,2,0"
"151637,6094.608415897959,35,2,12,1986,1,1,1,1,2,199,""CPT"",1,827,2,2,1999,10,11,,,,12,2,1"
"151640,2190.882470342218,-8,-8,-8,-8,-8,2,1,1,3,798,""JHB"",7,801,2,1,1988,2,3,11,,,11,2,1"
"151647,14592.93160088618,-8,-8,-8,-8,1,2,1,1,2,599,""ETH"",5,877,1,1,1987,3,11,4,,,12,2,5"
"151667,5577.523170273019,33,1,12,1988,1,2,1,1,-9,-9,""-9"",2,854,2,1,1991,4,11,6,3,,26,2,0"
"151670,2963.345645378824,64,4,4,1957,1,1,1,1,2,210,""DC10"",2,846,2,1,1996,8,11,,,,25,-3,0"
"151708,5854.495231348619,25,1,3,1996,1,2,0,1,1,832,""DC32"",8,850,2,1,1990,4,11,6,10,,27,2,1"
"151730,2184.392320254188,46,2,5,1975,1,1,1,1,-9,-9,""-9"",9,842,2,1,1999,4,8,11,3,,12,2,0"
"151731,6094.608415897959,24,1,9,1997,1,1,1,1,-9,-9,""-9"",1,867,2,1,1997,4,6,11,1,3,32,2,0"
"151753,6275.237387500658,38,2,9,1983,1,2,0,1,2,799,""TSH"",7,880,1,1,1994,3,11,9,7,10,33,2,0"
"151899,13987.81540528042,30,1,9,1991,1,1,1,1,2,799,""TSH"",7,889,2,1,1991,6,11,5,3,,12,2,8"
"151902,2966.241933872632,29,1,2,1992,1,1,1,1,2,798,""JHB"",7,861,2,1,1981,4,11,3,2,6,26,2,0"
"152007,436.3367303469259,35,2,10,1986,2,1,1,1,2,105,""DC5"",1,805,2,1,1991,6,4,11,,,25,2,5"
"152076,131.666598331562,36,2,5,1985,1,1,-8,1,2,798,""JHB"",7,802,2,1,2001,6,4,11,,,12,2,0"
"152085,1465.305399060988,21,1,3,2000,1,2,0,1,2,742,""DC42"",7,874,2,1,1986,2,11,6,,,25,2,0"
"152089,131.2174120618131,28,1,3,1993,1,1,1,1,-9,-9,""-9"",2,829,1,1,1998,6,11,,,,12,2,0"
"152126,18824.16774688012,44,2,2,1977,1,1,1,1,2,416,""DC16"",4,839,2,1,1979,6,11,,,,12,2,0"
"152131,447.4194537408199,54,3,6,1967,1,1,0,1,1,934,""DC34"",9,881,1,1,1987,2,11,3,,,26,2,0"
"152136,4047.505046495447,22,1,-8,2002,1,1,0,1,2,555,""DC25"",5,880,1,1,1994,3,11,9,7,10,33,2,0"
"152179,8332.208303358739,33,1,7,1988,2,1,0,1,2,309,""DC9"",3,855,2,1,1987,6,4,11,,,12,2,5"
"152206,1216.532187688994,62,4,3,1959,4,2,0,1,2,199,""CPT"",1,855,2,1,1987,6,4,11,,,12,2,5"
"152245,4265.431045692947,25,1,7,1996,1,2,1,1,-9,-9,""-9"",3,821,2,1,1997,11,5,4,6,,12,2,1"
"152271,8372.059760866161,-8,-8,-8,-8,1,1,0,1,2,345,""DC45"",3,805,2,1,1991,6,4,11,,,25,2,5"
"152293,2811.266961823875,48,2,4,1973,1,2,0,1,2,947,""DC47"",9,821,2,1,1997,11,5,4,6,,12,2,1"
"152296,6275.237387500658,37,2,12,1984,1,1,1,1,2,799,""TSH"",7,857,2,1,1987,2,5,11,,,29,2,5"
"152311,8075.334551743592,22,1,10,1999,1,2,1,1,2,742,""DC42"",7,827,2,2,1999,10,11,,,,12,2,1"
"152312,38.90120287566684,62,4,6,1959,1,1,1,1,2,748,""DC48"",7,850,2,1,1990,4,11,6,10,,27,2,1"
"152362,4021.989485959551,43,2,1,1978,1,1,1,1,2,419,""DC19"",4,857,2,1,1987,2,5,11,,,29,2,5"
"152474,6275.237387500658,45,2,11,1976,1,1,0,1,2,797,""EKU"",7,801,2,1,1988,2,3,11,,,11,2,1"
"152475,1159.68011067429,50,3,11,1971,2,1,1,1,2,199,""CPT"",1,824,2,2,1973,10,11,,,,12,2,10"
"152480,3623.621107299649,38,2,1,1983,1,1,1,1,2,599,""ETH"",5,801,2,1,1988,2,3,11,,,11,2,1"
"152504,2610.649265048553,68,4,2,1953,1,1,1,1,-9,-9,""-9"",8,885,1,1,1995,4,9,6,11,,26,2,3"
"152576,670.804554183062,23,1,6,1998,1,1,1,1,2,556,""DC26"",5,801,2,1,1988,2,3,11,,,11,2,1"
"152644,318.5509894702754,45,2,5,1976,1,1,1,1,2,499,""MAN"",4,889,2,1,1991,6,11,5,3,,12,2,8"
"152666,11713.20574266651,48,2,7,1973,1,1,0,1,2,797,""EKU"",7,861,2,1,1981,4,11,3,2,6,26,2,0"
"152669,1051.8003694758,28,1,5,1993,2,2,1,1,2,499,""MAN"",4,827,2,2,1999,10,11,,,,12,2,1"
"152694,6541.399529836244,47,2,9,1974,1,1,0,1,2,104,""DC4"",1,861,2,1,1981,4,11,3,2,6,26,2,0"
"152699,6606.545456353202,64,4,10,1957,1,1,1,1,2,299,""NMA"",2,801,2,1,1988,2,3,11,,,11,2,1"
"152701,795.2501455856169,32,1,1,1989,4,2,1,1,2,419,""DC19"",4,881,1,1,1987,2,11,3,,,26,2,0"
"152756,1658.866580442854,53,3,11,1968,1,2,1,1,2,307,""DC7"",3,801,2,1,1988,2,3,11,,,11,2,1"
"152786,8383.159043147612,62,4,6,1959,4,2,1,1,2,199,""CPT"",1,882,1,1,1994,11,6,,,,12,2,2"
"152799,6112.159146691236,35,2,7,1986,1,2,0,1,2,638,""DC38"",6,808,2,1,1995,4,6,11,3,,12,2,4"
"152821,7848.548048901343,30,1,2,1991,4,1,1,1,2,104,""DC4"",1,815,2,1,1984,3,11,6,,,12,2,0"
"152842,3335.940375888845,43,2,10,1978,4,2,1,1,2,599,""ETH"",5,800,2,1,1980,2,11,3,6,1,12,2,0"
"152973,31986.27182155869,27,1,3,1994,2,2,0,1,2,199,""CPT"",1,817,2,1,1984,4,11,,,,11,2,0"
"153011,131.9410124247313,24,1,3,1997,1,1,1,1,-9,-9,""-9"",5,875,1,1,1997,4,11,6,3,,12,2,0"
"153037,2139.791309019868,41,2,11,1980,1,1,1,1,1,419,""DC19"",4,801,2,1,1988,2,3,11,,,11,2,1"
"153049,6275.237387500658,18,1,11,2003,1,1,0,1,-9,-9,""-9"",2,847,2,1,1987,11,6,3,,,26,2,0"
"153051,3596.670572273647,-8,-8,-8,-8,1,1,1,1,2,260,""BUF"",2,801,2,1,1988,2,3,11,,,11,2,1"
"153052,3306.507443572354,64,4,3,1957,3,1,1,1,2,797,""EKU"",7,885,1,1,1995,4,9,6,11,,26,2,3"
"153055,4201.996475427875,36,2,5,1985,1,2,1,1,2,599,""ETH"",5,840,2,1,1986,11,3,4,,,12,2,6"
"153061,4675.039966875687,26,1,4,1995,1,1,-8,1,2,797,""EKU"",7,851,2,1,1987,6,11,,,,12,2,4"
"153069,2966.241933872632,32,1,12,1989,1,1,0,1,2,748,""DC48"",7,831,1,1,1993,4,11,,,,12,2,2"
"153070,1084.328414675459,71,4,2,1950,1,1,0,1,2,599,""ETH"",5,818,2,1,1986,5,4,11,,,12,2,2"
"153092,8372.059760866161,40,2,5,1981,1,1,0,1,2,640,""DC40"",6,862,2,1,1995,4,11,,,,11,2,0"
"153100,12205.53571586513,39,2,10,1982,1,1,1,1,2,798,""JHB"",7,818,2,1,1986,5,4,11,,,12,2,2"
"153133,12219.73367048528,24,1,7,1997,1,1,0,1,2,798,""JHB"",7,813,1,1,1996,11,,,,,12,2,0"
"153139,2159.658147370428,53,3,4,1968,4,1,1,1,3,742,""DC42"",7,824,2,2,1973,10,11,,,,12,2,10"
"153152,3596.670572273647,31,1,10,1990,4,2,1,1,2,105,""DC5"",1,885,1,1,1995,4,9,6,11,,26,2,3"
"153166,31986.27182155869,32,1,1,1989,2,1,-8,1,-9,-9,""-9"",1,885,1,1,1995,4,9,6,11,,26,2,3"
"153189,18046.93479749002,30,1,1,1991,1,2,1,1,2,832,""DC32"",8,857,2,1,1987,2,5,11,,,29,2,5"
"153190,2780.57835944569,30,1,11,1991,1,2,0,1,1,637,""DC37"",6,804,1,1,1996,6,4,3,11,,12,2,2"
"153246,6000.081284844213,30,1,2,1991,1,2,1,1,2,199,""CPT"",1,846,2,1,1996,8,11,,,,25,-3,0"
"153287,227.0980433334211,41,2,-8,1980,1,1,1,1,-9,-9,""-9"",2,873,1,1,1997,1,11,3,,,12,2,0"
"153299,5860.406664168729,33,1,1,1988,1,2,0,1,2,599,""ETH"",5,807,1,1,1986,1,3,2,4,6,25,2,0"
"153321,16673.78195739689,30,1,4,1991,1,1,1,1,2,528,""DC28"",5,829,1,1,1998,6,11,,,,12,2,0"
"153329,1199.476573910247,51,3,12,1970,3,1,1,1,2,798,""JHB"",7,882,1,1,1994,11,6,,,,12,2,2"
"153376,5746.152248238099,57,3,-8,1955,1,2,1,1,2,799,""TSH"",7,854,2,1,1991,4,11,6,3,,26,2,0"
"153486,11875.19454537025,29,1,12,1992,1,1,1,1,2,599,""ETH"",5,819,2,1,2002,8,11,4,5,6,25,2,0"
"153519,7798.495584521123,28,1,2,1993,1,1,1,1,2,499,""MAN"",4,873,1,1,1997,1,11,3,,,12,2,0"
"153537,1237.964345483256,36,2,11,1985,1,2,0,1,2,831,""DC31"",8,801,2,1,1988,2,3,11,,,11,2,1"
"153548,7513.711109962177,19,1,1,2002,1,2,0,1,-9,-9,""-9"",8,842,2,1,1999,4,8,11,3,,12,2,0"
"153624,7073.243847584515,61,4,3,1960,1,2,0,1,2,742,""DC42"",7,861,2,1,1981,4,11,3,2,6,26,2,0"
"153628,4006.457575129475,27,1,5,1994,1,1,1,1,2,830,""DC30"",8,822,2,1,1985,6,11,10,3,,12,2,0"
"153670,4006.457575129475,31,1,4,1990,1,1,1,1,2,260,""BUF"",2,883,1,1,1986,3,11,,,,25,2,4"
"153675,14321.54372568862,40,2,-8,1981,1,1,1,1,2,420,""DC20"",4,803,2,1,1983,2,3,5,11,,31,2,8"
"153686,124.486997426649,30,1,1,1991,1,1,1,1,2,798,""JHB"",7,805,2,1,1991,6,4,11,,,25,2,5"
"153744,833.4855567731736,70,4,-8,1950,3,1,0,1,3,798,""JHB"",7,871,1,1,1994,2,3,11,6,,26,2,2"
"153745,3207.933487760746,30,1,4,1991,1,2,1,1,1,260,""BUF"",2,805,2,1,1991,6,4,11,,,25,2,5"
"153798,8614.170470308198,46,2,-8,1975,1,2,0,1,2,528,""DC28"",5,873,1,1,1997,1,11,3,,,12,2,0"
"153806,6275.237387500658,36,2,11,1985,1,2,1,1,2,798,""JHB"",7,805,2,1,1991,6,4,11,,,25,2,5"
"153839,13573.03167971448,32,1,6,1989,2,1,1,1,2,199,""CPT"",1,878,2,4,1970,11,10,,,,26,2,0"
"153878,1892.235639388819,60,4,10,1961,1,2,0,1,1,832,""DC32"",8,805,2,1,1991,6,4,11,,,25,2,5"
"153895,2276.424467726778,55,3,3,1966,1,1,0,1,2,798,""JHB"",7,824,2,2,1973,10,11,,,,12,2,10"
"153915,6094.608415897959,47,2,5,1974,2,2,-9,1,2,199,""CPT"",1,821,2,1,1997,11,5,4,6,,12,2,1"
"153940,33572.25837296388,26,1,6,1995,1,1,1,1,2,599,""ETH"",5,801,2,1,1988,2,3,11,,,11,2,1"
"153963,1970.501286681704,40,2,-8,1981,4,1,0,1,2,299,""NMA"",2,873,1,1,1997,1,11,3,,,12,2,0"
"154021,20880.35497763434,28,1,8,1993,1,2,1,1,2,742,""DC42"",7,856,2,1,1986,3,11,5,9,,12,2,0"
"154054,3596.670572273647,39,2,1,1982,1,2,1,1,2,199,""CPT"",1,801,2,1,1988,2,3,11,,,11,2,1"
"154083,3596.670572273647,37,2,10,1984,1,2,0,1,2,199,""CPT"",1,808,2,1,1995,4,6,11,3,,12,2,4"
"154095,1790.88201665002,57,3,1,1964,1,2,0,1,2,599,""ETH"",5,802,2,1,2001,6,4,11,,,12,2,0"
"154113,6275.237387500658,-8,-8,-8,-8,1,1,0,1,2,934,""DC34"",9,846,2,1,1996,8,11,,,,25,-3,0"
"154128,5860.406664168729,27,1,1,1994,1,1,1,1,2,599,""ETH"",5,834,2,1,1985,6,11,3,,,25,1,3"
"154140,12365.40313749541,32,1,4,1989,2,2,1,1,2,103,""DC3"",1,853,2,1,1999,6,4,11,,,27,2,0"
"154151,2637.74000407898,28,1,11,1993,1,2,1,1,-9,-9,""-9"",2,809,1,2,1983,10,11,,,,12,2,2"
"154160,21191.58816969472,60,4,-8,1960,5,2,1,1,2,199,""CPT"",1,871,1,1,1994,2,3,11,6,,26,2,2"
"154193,2139.791309019868,38,2,1,1983,1,1,1,1,-9,-9,""-9"",4,854,2,1,1991,4,11,6,3,,26,2,0"
"154208,16110.94029587878,35,2,3,1986,1,1,0,1,1,528,""DC28"",5,880,1,1,1994,3,11,9,7,10,33,2,0"
"154263,2159.658147370428,56,3,9,1965,1,2,0,1,2,797,""EKU"",7,805,2,1,1991,6,4,11,,,25,2,5"
"154291,19674.32762716867,29,1,8,1992,2,2,0,1,2,307,""DC7"",3,879,2,1,1990,4,11,3,6,,12,2,3"
"154295,4695.78012605152,29,1,4,1992,1,2,0,1,2,214,""DC14"",2,832,1,1,1982,11,6,,,,25,2,6"
"154315,7513.711109962177,44,2,7,1977,1,1,1,1,1,935,""DC35"",9,855,2,1,1987,6,4,11,,,12,2,5"
"154319,11712.57142214348,23,1,5,1998,1,1,1,1,3,799,""TSH"",7,849,1,1,1998,8,11,,,,12,2,0"
"154346,3092.727269685524,-8,-8,1,-8,1,2,0,1,2,830,""DC30"",8,880,1,1,1994,3,11,9,7,10,33,2,0"
"154367,2610.649265048553,31,1,12,1990,1,1,1,1,1,832,""DC32"",8,817,2,1,1984,4,11,,,,11,2,0"
"154374,2273.853266123712,34,1,8,1987,4,2,0,1,-9,-9,""-9"",3,867,2,1,1997,4,6,11,1,3,32,2,0"
"154418,5860.406664168729,39,2,7,1982,1,2,0,1,-9,-9,""-9"",7,875,1,1,1997,4,11,6,3,,12,2,0"
"154583,11712.57142214348,30,1,8,1991,1,2,0,1,2,742,""DC42"",7,842,2,1,1999,4,8,11,3,,12,2,0"
"154585,424.7989296498585,58,3,9,1963,2,2,0,1,2,307,""DC7"",3,824,2,2,1973,10,11,,,,12,2,10"
"154623,2963.345645378824,18,1,7,2003,1,2,1,1,2,832,""DC32"",8,815,2,1,1984,3,11,6,,,12,2,0"
"154647,11618.77339152005,35,2,11,1986,1,1,1,1,2,831,""DC31"",8,804,1,1,1996,6,4,3,11,,12,2,2"
"154685,3667.964450353875,32,1,4,1989,1,1,1,1,2,420,""DC20"",4,892,2,1,1999,9,11,3,7,8,26,2,0"
"154707,8372.059760866161,30,1,2,1991,1,2,1,1,2,199,""CPT"",1,867,2,1,1997,4,6,11,1,3,32,2,0"
"154708,2873.688466590241,26,1,5,1995,1,1,-9,1,2,309,""DC9"",3,813,1,1,1996,11,,,,,12,2,0"
"154769,6537.069391555775,30,1,6,1991,1,1,1,1,2,199,""CPT"",1,805,2,1,1991,6,4,11,,,25,2,5"
"154785,6537.069391555775,34,1,4,1987,1,1,1,1,2,199,""CPT"",1,892,2,1,1999,9,11,3,7,8,26,2,0"
"154808,327.1982934790267,45,2,8,1976,4,1,1,1,2,199,""CPT"",1,883,1,1,1986,3,11,,,,25,2,4"
"154831,325.8866627988223,35,2,3,1986,1,2,1,1,2,748,""DC48"",7,846,2,1,1996,8,11,,,,25,-3,0"
"154851,251.2809110788908,54,3,7,1967,2,2,1,1,-9,-9,""-9"",2,872,1,1,1972,5,6,11,3,,25,2,0"
